France_Midi-Pyrenees_Tarn-et-Garonne	2408
France_New Caledonia	5044
France_Nord-Pas-de-Calais_Lille	880
France_Nord-Pas-de-Calais_Nord	1312
France_Nord-Pas-de-Calais_Pas-de-Calais	2820
France_Pays de la Loire_Loire-Atlantique_Nantes	928
France_Pays de la Loire_Loire-Atlantique_Saint-Nazaire	1200
France_Pays de la Loire_Maine-et-Loire	2532
France_Pays de la Loire_Mayenne	2048
France_Pays de la Loire_Sarthe	2596
France_Pays de la Loire_Vendee	2400
France_Picardy_Aisne	3344
France_Picardy_Oise	2532
France_Picardy_Somme	2200
France_Poitou-Charentes_Charente	2768
France_Poitou-Charentes_Charente-Maritime	2008
France_Poitou-Charentes_Deux-Sevres	1884
France_Poitou-Charentes_Vienne	2376
France_Provence-Alpes-Cote dAzur_Alpes-de-Haute-Provence	2440
France_Provence-Alpes-Cote dAzur_Bouches-du-Rhone	4116
France_Provence-Alpes-Cote dAzur_Hautes-Alpes	2568
France_Provence-Alpes-Cote dAzur_Maritime Alps	12764
France_Provence-Alpes-Cote dAzur_Var	7448
France_Provence-Alpes-Cote dAzur_Vaucluse	3272
France_Rhone-Alpes_Ain	5352
France_Rhone-Alpes_Ardeche	9616
France_Rhone-Alpes_Drome	10916
France_Rhone-Alpes_Haute-Savoie	11476
France_Rhone-Alpes_Isere	15872
France_Rhone-Alpes_Loire	4968
France_Rhone-Alpes_Rhone	3596
France_Rhone-Alpes_Savoie	11108
France_Southern Islands	3192
France_Upper Normandy	5532
French Polynesia	7068
Gabon	2896
Georgia	12608
Germany_Baden-Wurttemberg_Regierungsbezirk Freiburg	12484
Germany_Baden-Wurttemberg_Regierungsbezirk Karlsruhe	7096
Germany_Baden-Wurttemberg_Regierungsbezirk Stuttgart_Heilbronn	3276
Germany_Baden-Wurttemberg_Regierungsbezirk Stuttgart_Stuttgart	5724
Germany_Baden-Wurttemberg_Regierungsbezirk Tubingen	7356
Germany_Berlin	400
Germany_Brandenburg_North	5800
Germany_Brandenburg_South	5104
Germany_Free State of Bavaria_Lower Bavaria	8560
Germany_Free State of Bavaria_Lower Franconia	7336
Germany_Free State of Bavaria_Middle Franconia	4652
Germany_Free State of Bavaria_Swabia	9012
Germany_Free State of Bavaria_Upper Bavaria_East	9284
Germany_Free State of Bavaria_Upper Bavaria_Ingolstadt	2260
Germany_Free State of Bavaria_Upper Bavaria_Munchen	1276
Germany_Free State of Bavaria_Upper Bavaria_South	5928
Germany_Free State of Bavaria_Upper Franconia	6412
Germany_Free State of Bavaria_Upper Palatinate	7908
Germany_Hamburg_main	396
Germany_Hesse_Regierungsbezirk Darmstadt	6104
Germany_Hesse_Regierungsbezirk Giessen	4632
Germany_Hesse_Regierungsbezirk Kassel	8076
Germany_Lower Saxony_Braunschweig	4388
Germany_Lower Saxony_Bremen_Bremen	2584
Germany_Lower Saxony_Bremen_Munster	4576
Germany_Lower Saxony_Hannover	4012
Germany_Lower Saxony_Oldenburg	5908
Germany_Mecklenburg-Vorpommern	8316
Germany_North Rhine-Westphalia_Regierungsbezirk Arnsberg_Arnsberg	7116
Germany_North Rhine-Westphalia_Regierungsbezirk Arnsberg_Dortmund	1556
Germany_North Rhine-Westphalia_Regierungsbezirk Detmold	3768
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Dusseldorf	1032
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Mulheim	776
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Wesel	580
Germany_North Rhine-Westphalia_Regierungsbezirk Koln_Aachen	2492
Germany_North Rhine-Westphalia_Regierungsbezirk Koln_Koln	2692
Germany_North Rhine-Westphalia_Regierungsbezirk Munster_Munster	1392
Germany_North Rhine-Westphalia_Regierungsbezirk Munster_Recklinghausen	1244
Germany_Rhineland-Palatinate_Koblenz	13448
Germany_Rhineland-Palatinate_South	7548
Germany_Saarland	2488
Germany_Saxony-Anhalt_Halle	3372
Germany_Saxony-Anhalt_Magdeburg	4324
Germany_Saxony_Dresden	3684
Germany_Saxony_Leipzig	6836
Germany_Schleswig-Holstein_Flensburg	3984
Germany_Schleswig-Holstein_Kiel	2480
Germany_Thuringia	13652
Ghana	12256
Gibraltar	20
Greece_Decentralized Administration of Aegean	2528
Greece_Decentralized Administration of Attica	5288
Greece_Decentralized Administration of Crete	2536
Greece_Decentralized Administration of Epirus - Western Macedonia	5864
Greece_Decentralized Administration of Macedonia and Thrace	7996
Greece_Decentralized Administration of Thessaly - Central Greece	8992
Greece_Decentralized Administration of West Greece	8460
Greenland	11564
Grenada	528
Guadeloupe	1736
Guatemala	8868
Guernsey	64
Guinea	11836
Guinea-Bissau	10136
Guyana	11748
Haiti	7048
Honduras	9852
Hungary_Kozep-Magyarorszag	3276
Hungary_Northern Great Plain	11040
Hungary_Transdanubia	9888
Iceland	18460
India_Andaman and Nicobar Islands	7680
India_Andhra Pradesh	14248
India_Arunachal Pradesh	2648
India_Assam	9548
India_Bihar	11124
India_Chandigarh	56
India_Chhattisgarh	14240
India_Delhi	712
India_Goa	3464
India_Gujarat	18764
India_Haryana	4556
India_Himachal Pradesh	8968
India_Jammu and Kashmir	2964
India_Jharkhand	10844
India_Karnataka_North	11332
India_Karnataka_South	6888
India_Kerala	8060
India_Lakshadweep	4
India_Madhya Pradesh	2980
India_Maharashtra	13608
India_Manipur	8496
India_Meghalaya	6480
India_Mizoram	8900
India_Nagaland	6492
India_Odisha	8164
India_Punjab	6448
India_Rajasthan	1020
India_Sikkim	3904
India_Tamil Nadu	16268
India_Telangana	13128
India_Tripura	10296
India_Uttar Pradesh	10080
India_Uttarakhand	8068
India_West Bengal	6288
Indonesia_Central	102364
Indonesia_East	4432
Indonesia_Jawa Barat	9688
Indonesia_Jawa Tengah	6200
Indonesia_Jawa Timur	8300
Indonesia_Nusa Tenggara	18012
Indonesia_West	55328
Iran_East	90628
Iran_North	4732
Iran_South	10480
Iraq_North	16484
Iraq_South	19920
Ireland_Connacht	8940
Ireland_Leinster	8480
Ireland_Munster	15584
Ireland_Northern Counties	6060
Isle of Man	540
Israel	16288
Italy_Abruzzo	3008
Italy_Aosta Valley	7476
Italy_Apulia	8920
Italy_Basilicata	8164
Italy_Calabria	4312
Italy_Campania	19324
Italy_Emilia-Romagna_Bologna	3984
Italy_Emilia-Romagna_Ferrara	884
Italy_Emilia-Romagna_Forli-Cesena	4184
Italy_Emilia-Romagna_Modena	2860
Italy_Emilia-Romagna_Parma	4576
Italy_Emilia-Romagna_Piacenza	3212
Italy_Emilia-Romagna_Ravenna	1340
Italy_Emilia-Romagna_Reggio Emilia	2648
Italy_Emilia-Romagna_Rimini	1028
Italy_Friuli-Venezia Giulia_Gorizia	328
Italy_Friuli-Venezia Giulia_Pordenone	4848
Italy_Friuli-Venezia Giulia_Trieste	232
Italy_Friuli-Venezia Giulia_Udine	11464
Italy_Lazio	13336
Italy_Liguria	13988
Italy_Lombardy_Bergamo	6852
Italy_Lombardy_Brescia	9900
Italy_Lombardy_Como	3000
Italy_Lombardy_Cremona	504
Italy_Lombardy_Lecco	2196
Italy_Lombardy_Lodi	228
Italy_Lombardy_Mantua	892
Italy_Lombardy_Milan	584
Italy_Lombardy_Monza and Brianza	176
Italy_Lombardy_Pavia	1812
Italy_Lombardy_Sondrio	7312
Italy_Lombardy_Varese	1396
Italy_Marche	9196
Italy_Molise	6000
Italy_Piemont_Alessandria	4116
Italy_Piemont_Asti	1924
Italy_Piemont_Biella	1720
Italy_Piemont_Cuneo	14828
Italy_Piemont_Novara	780
Italy_Piemont_Torino	15088
Italy_Piemont_Verbano-Cusio-Ossola	8712
Italy_Piemont_Vercelli	3624
Italy_Sardinia	5360
Italy_Sicily	5352
Italy_Trentino-Alto Adige Sudtirol	7168
Italy_Tuscany_Grosseto	14244
Italy_Tuscany_Massa e Carrara	19764
Italy_Umbria	7760
Italy_Veneto_Belluno	8144
Italy_Veneto_Padova	812
Italy_Veneto_Rovigo	704
Italy_Veneto_Treviso	1976
Italy_Veneto_Venezia	1248
Italy_Veneto_Verona	2840
Italy_Veneto_Vicenza	4512
Jamaica	3068
Japan_Chubu Region_Aichi_Nagoya	1696
Japan_Chubu Region_Aichi_Toyohashi	5076
Japan_Chubu Region_Fukui	9620
Japan_Chubu Region_Gifu	4696
Japan_Chubu Region_Ishikawa	7680
Japan_Chubu Region_Nagano	5836
Japan_Chubu Region_Niigata	5320
Japan_Chubu Region_Shizuoka	16796
Japan_Chubu Region_Toyama	10140
Japan_Chubu Region_Yamanashi	7148
Japan_Chugoku Region_Hiroshima	15704
Japan_Chugoku Region_Okayama	7964
Japan_Chugoku Region_Shimane	8220
Japan_Chugoku Region_Tottori	6852
Japan_Chugoku Region_Yamaguchi	6996
Japan_Hokkaido Region_East	4996
Japan_Hokkaido Region_North	7248
Japan_Hokkaido Region_Sapporo	6192
Japan_Hokkaido Region_West	4124
Japan_Kanto_Chiba	4340
Japan_Kanto_Gunma	7716
Japan_Kanto_Ibaraki	5400
Japan_Kanto_Kanagawa	3708
Japan_Kanto_Saitama	4984
Japan_Kanto_Tochigi	10476
Japan_Kanto_Tokyo	3400
Japan_Kinki Region_Mie	6800
Japan_Kinki Region_Nara	10132
Japan_Kinki Region_Osaka_Osaka	2264
Japan_Kinki Region_Osaka_West	9976
Japan_Kinki Region_Wakayama	7264
Japan_Kyushu Region_Fukuoka	6788
Japan_Kyushu Region_Kagoshima	2716
Japan_Kyushu Region_Kumamoto	8132
Japan_Kyushu Region_Miyazaki	3156
Japan_Kyushu Region_Nagasaki	7192
Japan_Kyushu Region_Oita	7096
Japan_Kyushu Region_Okinawa	2228
Japan_Kyushu Region_Saga	3668
Japan_Shikoku Region_Ehime	8288
Japan_Shikoku Region_Kagawa	2864
Japan_Shikoku Region_Kochi	3416
Japan_Shikoku Region_Kyoto	15168
Japan_Shikoku Region_Tokushima	10880
Japan_Tohoku_Akita	3928
Japan_Tohoku_Aomori	2732
Japan_Tohoku_Fukushima	4700
Japan_Tohoku_Iwate	5268
Japan_Tohoku_Miyagi	10404
Japan_Tohoku_Yamagata	3528
Jersey	80
Jerusalem	136
Jordan	12156
Kazakhstan_North	2892
Kazakhstan_South	140832
Kenya	47760
Kingdom of Lesotho	8380
Kiribati	124
Kuwait	4616
Kyrgyzstan	4644
Laos	4064
Latvia	7916
Lebanon	2480
Liberia	11920
Libya	223612
Liechtenstein	480
Lithuania_East	7368
Lithuania_West	10608
Luxembourg	2624
Macedonia	7088
Madagascar	74660
Malawi	15076
Malaysia	52656
Maldives	20
Mali	119332
Malta	240
Marshall Islands	36
Martinique	1540
Mauritania	6464
Mauritius	1356
Mexico_California	11324
Mexico_Central_East	2196
Mexico_Central_West	3504
Mexico_Chihuahua	5512
Mexico_East	6620
Mexico_Mexico	18400
Mexico_Sonora	5044
Mexico_South	4388
Moldova	4044
Monaco	8
Mongolia	164440
Montenegro	4632
Montserrat	192
Morocco_Doukkala-Abda	13516
Morocco_Rabat-Sale-Zemmour-Zaer	14676
Morocco_Southern	2116
Morocco_Western Sahara	1780
Mozambique	58552
Myanmar	121212
Nagorno-Karabakh	3552
Namibia	81720
Nauru	12
Nepal_Kathmandu	4920
Nepal_Madhyamanchal	5520
Nepal_Purwanchal	11748
Nepal_West	2668
Netherlands_Drenthe	612
Netherlands_Flevoland	312
Netherlands_Friesland	2660
Netherlands_Gelderland_Nijmegen	276
Netherlands_Gelderland_North	708
Netherlands_Gelderland_Zutphen	440
Netherlands_Groningen	1660
